date,year,month,day,day_of_week,week_of_year,meal_type,menu_item,menu_popularity,weather,temperature_c,is_exam_period,is_festival,is_weekend,is_start_semester,is_end_semester,is_monsoon,total_capacity,students_attended,attendance_rate,food_prepared_kg,food_consumed_kg,food_wasted_kg,waste_percentage,cost_per_kg_rs,total_cost_rs,waste_cost_rs,staff_count,serving_duration_mins,student_satisfaction,day_of_week_num,is_monday,is_friday,day_sin,day_cos,month_sin,month_cos,dow_sin,dow_cos,students_lag_1,waste_lag_1,students_lag_7,waste_lag_7,students_lag_14,waste_lag_14,students_same_day_last_week,students_roll_3d_mean,students_roll_3d_std,students_roll_7d_mean,students_roll_7d_std,students_roll_14d_mean,students_roll_14d_std,students_roll_7d_max,students_roll_7d_min,weekend_x_exam,weekend_x_festival,rainy_x_weekend,exam_x_festival,popularity_x_weekend,temp_x_rainy,menu_count_last_7days,menu_historical_avg,menu_historical_std,is_popular_menu,is_unpopular_menu,daily_total_attendance,daily_avg_attendance,pct_of_daily_attendance,week_year,weekly_avg_attendance,special_conditions_count,has_special_condition,is_normal_day,meal_type_avg,deviation_from_meal_avg,pct_deviation_from_meal_avg,dow_avg,deviation_from_dow_avg,temp_deviation
2024-01-18,2024,1,18,Thursday,3,Dinner,Rice-Curd-Pickle,3.2,Cloudy,29.1,False,False,False,False,False,False,800,468,52.17,180.18,155.55,24.63,13.67,85.13,15338.41,2097.04,9,77,3.41,3,0,0,-0.4853019625310808,-0.8743466161445822,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,550.0,35.47,386.0,26.29,378.0,30.3,386.0,488.6666666666667,54.04936015655809,428.0,92.67146270562476,407.7857142857143,87.25046049817075,550.0,275.0,0,0,0,0,0.0,0.0,2,405.6046511627907,82.89641830819832,0,1,1598,532.6666666666666,29.28660826032541,2024-03,454.95238095238096,0,0,1,410.0973154362416,57.902684563758385,14.119254719374187,502.8914728682171,-34.89147286821708,2.60234899328859
2024-01-18,2024,1,18,Thursday,3,Lunch,Biryani,4.8,Cloudy,29.1,False,False,False,False,False,False,800,652,79.25,251.02,211.13,39.89,15.89,85.08,21356.28,3393.97,11,84,4.86,3,0,0,-0.4853019625310808,-0.8743466161445822,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,523.0,35.33,596.0,42.73,518.0,38.43,596.0,568.6666666666666,72.27954989714122,507.0,77.99572637865069,490.57142857142856,81.71499653882792,652.0,415.0,0,0,0,0,0.0,0.0,2,606.7209302325581,110.13462013143287,1,0,1598,532.6666666666666,40.80100125156446,2024-03,454.95238095238096,0,0,1,506.33557046979865,145.66442953020135,28.76835798738137,502.8914728682171,149.10852713178292,2.60234899328859
2024-01-19,2024,1,19,Friday,3,Breakfast,Paratha-Curry,3.7,Rainy,27.9,False,False,False,False,False,False,800,468,52.05,180.18,153.66,26.52,14.72,141.55,25504.28,3754.08,10,63,3.71,4,0,1,-0.651372482722222,-0.7587581226927911,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,478.0,37.83,338.0,28.78,368.0,29.05,338.0,472.3333333333333,5.131601439446385,414.14285714285717,82.47106274613051,392.57142857142856,74.87087786081015,478.0,271.0,0,0,0,0,0.0,27.9,2,367.85714285714283,69.70270367033623,0,0,1449,483.0,32.298136645962735,2024-03,454.95238095238096,0,0,1,400.19463087248323,67.80536912751677,16.943098156937058,432.13492063492066,35.86507936507934,1.4023489932885873
2024-01-19,2024,1,19,Friday,3,Dinner,Noodles,4.2,Rainy,27.9,False,False,False,False,False,False,800,521,61.13,200.59,167.18,33.41,16.66,118.82,23833.94,3969.73,8,53,4.11,4,0,1,-0.651372482722222,-0.7587581226927911,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,468.0,24.63,457.0,25.87,374.0,22.19,457.0,513.0,41.58124577258352,437.14285714285717,98.95357256718691,418.2857142857143,91.60821979531057,550.0,275.0,0,0,0,0,0.0,27.9,2,427.35714285714283,84.50424189917749,0,0,1449,483.0,35.955831608005525,2024-03,454.95238095238096,0,0,1,410.0973154362416,110.90268456375838,27.043016471781943,432.13492063492066,88.86507936507934,1.4023489932885873
2024-01-19,2024,1,19,Friday,3,Lunch,Chole-Bhature,4.5,Rainy,27.9,False,False,False,False,False,False,800,460,72.93,177.1,150.27,26.83,15.15,129.25,22889.78,3467.29,12,86,4.44,4,0,1,-0.651372482722222,-0.7587581226927911,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,652.0,39.89,484.0,37.63,466.0,37.19,484.0,545.0,97.87236586493654,503.57142857142856,79.6844969088659,490.14285714285717,81.86936793815748,652.0,415.0,0,0,0,0,0.0,27.9,2,501.1904761904762,97.64825828507733,1,0,1449,483.0,31.746031746031743,2024-03,454.95238095238096,0,0,1,506.33557046979865,-46.335570469798654,-9.151158475160383,432.13492063492066,27.86507936507934,1.4023489932885873
2024-01-20,2024,1,20,Saturday,3,Breakfast,Bread-Omelette,3.9,Cloudy,28.3,False,False,True,False,False,False,800,324,41.58,124.74,104.81,19.93,15.98,90.88,11336.54,1811.36,10,83,3.87,5,0,0,-0.7907757369376986,-0.6121059825476627,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,468.0,26.52,271.0,22.79,310.0,19.34,271.0,423.3333333333333,86.17037387254001,421.7142857142857,68.36596201257441,393.57142857142856,73.76857188398186,478.0,323.0,0,0,0,0,3.9,0.0,2,320.9761904761905,53.05978592771122,0,0,1058,352.6666666666667,30.623818525519848,2024-03,454.95238095238096,1,1,0,400.19463087248323,-76.19463087248323,-19.03939358365896,361.4761904761905,-37.47619047619048,1.8023489932885894
2024-01-20,2024,1,20,Saturday,3,Dinner,Roti-Paneer,4.0,Cloudy,28.3,False,False,True,False,False,False,800,305,45.38,117.43,100.4,17.02,14.5,139.23,16348.76,2370.07,8,85,4.04,5,0,0,-0.7907757369376986,-0.6121059825476627,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,521.0,33.41,333.0,25.18,304.0,20.87,333.0,431.3333333333333,112.57145878655622,433.14285714285717,104.28714937042592,418.35714285714283,91.51259446139062,550.0,275.0,0,0,0,0,4.0,0.0,5,468.32941176470587,145.08555671570826,0,0,1058,352.6666666666667,28.827977315689978,2024-03,454.95238095238096,1,1,0,410.0973154362416,-105.09731543624162,-25.627408783313832,361.4761904761905,-56.47619047619048,1.8023489932885894
2024-01-20,2024,1,20,Saturday,3,Lunch,Fried Rice,4.2,Cloudy,28.3,False,False,True,False,False,False,800,429,53.3,165.16,132.78,32.39,19.61,128.12,21161.73,4149.85,10,77,4.21,5,0,0,-0.7907757369376986,-0.6121059825476627,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,460.0,26.83,415.0,25.72,407.0,26.46,415.0,513.6666666666666,120.7987306776579,505.57142857142856,77.22878811871728,491.7142857142857,80.3477332708163,652.0,429.0,0,0,0,0,4.2,0.0,2,414.14285714285717,69.65159687857265,0,0,1058,352.6666666666667,40.54820415879017,2024-03,454.95238095238096,1,1,0,506.33557046979865,-77.33557046979865,-15.273580404008271,361.4761904761905,67.52380952380952,1.8023489932885894
2024-01-21,2024,1,21,Sunday,3,Breakfast,Puri-Bhaji,4.3,Sunny,27.3,False,False,True,False,False,False,800,333,40.6,128.21,99.11,29.1,22.7,133.98,17176.69,3898.26,10,55,4.39,6,0,0,-0.8978045395707417,-0.44039415155763423,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,324.0,19.93,323.0,23.49,310.0,16.3,323.0,375.0,80.66597795849246,423.14285714285717,66.02380523071102,395.2142857142857,71.99912240002392,478.0,324.0,0,0,0,0,4.3,0.0,2,316.2857142857143,54.82089939478339,1,0,1061,353.6666666666667,31.385485391140435,2024-03,454.95238095238096,1,1,0,400.19463087248323,-67.19463087248323,-16.790487849871706,334.6984126984127,-1.6984126984127101,0.8023489932885894
2024-01-21,2024,1,21,Sunday,3,Dinner,Khichdi,3.0,Sunny,27.3,False,False,True,False,False,False,800,258,33.75,99.33,84.73,14.6,14.7,143.28,14231.51,2091.89,12,47,3.53,6,0,0,-0.8978045395707417,-0.44039415155763423,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,305.0,17.02,275.0,16.02,263.0,19.5,275.0,361.3333333333333,140.2580954288676,430.7142857142857,108.68872110406902,418.0,92.1729144263441,550.0,258.0,0,0,0,0,3.0,0.0,2,265.14285714285717,46.54165269454953,0,1,1061,353.6666666666667,24.31668237511781,2024-03,454.95238095238096,1,1,0,410.0973154362416,-152.09731543624162,-37.08810316752449,334.6984126984127,-76.69841269841271,0.8023489932885894
2024-01-21,2024,1,21,Sunday,3,Lunch,Rice-Chicken,4.7,Sunny,27.3,False,False,True,False,False,False,800,470,52.7,180.95,148.9,32.05,17.71,109.94,19893.3,3523.5,8,52,4.37,6,0,0,-0.8978045395707417,-0.44039415155763423,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,429.0,32.39,432.0,24.78,363.0,29.82,432.0,453.0,21.377558326431682,511.0,72.37863404808549,499.35714285714283,71.79630067913523,652.0,429.0,0,0,0,0,4.7,0.0,2,422.6666666666667,73.28350117670038,1,0,1061,353.6666666666667,44.29783223374175,2024-03,454.95238095238096,1,1,0,506.33557046979865,-36.335570469798654,-7.176183659403,334.6984126984127,135.3015873015873,0.8023489932885894
2024-01-22,2024,1,22,Monday,4,Breakfast,Idli-Sambar,3.9,Sunny,25.6,False,False,False,False,False,False,800,434,56.7,167.09,131.36,35.73,21.38,88.92,14857.84,3176.75,10,68,4.18,0,1,0,-0.9680771188662041,-0.2506525322587213,0.49999999999999994,0.8660254037844387,0.0,1.0,333.0,29.1,441.0,25.24,419.0,36.49,441.0,363.6666666666667,61.07645481962198,422.14285714285717,65.76074961917782,396.2857142857143,72.49024185940593,478.0,324.0,0,0,0,0,0.0,0.0,3,457.4418604651163,63.9487526687177,0,0,1412,470.6666666666667,30.73654390934844,2024-04,409.4761904761905,0,0,1,400.19463087248323,33.80536912751677,8.447232051518554,459.8062015503876,-25.806201550387584,-0.8976510067114098
2024-01-22,2024,1,22,Monday,4,Dinner,Roti-Dal,3.3,Sunny,25.6,False,False,False,False,False,False,800,443,54.0,170.56,142.13,28.42,16.66,104.76,17866.92,2977.39,12,71,3.8,0,1,0,-0.9680771188662041,-0.2506525322587213,0.49999999999999994,0.8660254037844387,0.0,1.0,258.0,14.6,465.0,25.11,470.0,29.25,465.0,335.3333333333333,96.15785632663264,427.57142857142856,107.8468932373686,416.07142857142856,91.27933820102761,550.0,258.0,0,0,0,0,0.0,0.0,3,427.6744186046512,62.5028460038621,0,0,1412,470.6666666666667,31.373937677053824,2024-04,409.4761904761905,0,0,1,410.0973154362416,32.902684563758385,8.023140685219582,459.8062015503876,-16.806201550387584,-0.8976510067114098
2024-01-22,2024,1,22,Monday,4,Lunch,Rice-Dal-Sabzi,3.4,Sunny,25.6,False,False,False,False,False,False,800,535,62.47,205.98,174.07,31.91,15.49,140.25,28887.83,4474.67,10,58,3.74,0,1,0,-0.9680771188662041,-0.2506525322587213,0.49999999999999994,0.8660254037844387,0.0,1.0,470.0,32.05,512.0,37.8,451.0,34.09,512.0,478.0,53.450912059571,514.2857142857143,72.9513862918641,505.35714285714283,70.9491769810314,652.0,429.0,0,0,0,0,0.0,0.0,3,494.30232558139534,69.65374733833367,0,0,1412,470.6666666666667,37.889518413597735,2024-04,409.4761904761905,0,0,1,506.33557046979865,28.664429530201346,5.661152643019989,459.8062015503876,75.19379844961242,-0.8976510067114098
2024-01-23,2024,1,23,Tuesday,4,Breakfast,Poha,3.7,Cloudy,26.4,False,False,False,False,False,False,800,472,56.78,181.72,155.71,26.01,14.31,96.57,17548.99,2511.48,9,56,4.04,1,0,0,-0.9987165071710528,-0.05064916883871355,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,434.0,35.73,447.0,34.47,394.0,25.85,447.0,413.0,71.84010022264718,425.7142857142857,67.97723708643039,401.85714285714283,75.24611632488433,478.0,324.0,0,0,0,0,0.0,0.0,3,435.7906976744186,71.04142257113264,0,0,1593,531.0,29.629629629629626,2024-04,409.4761904761905,0,0,1,400.19463087248323,71.80536912751677,17.942611816398056,506.13953488372096,-34.139534883720955,-0.09765100671141269
2024-01-23,2024,1,23,Tuesday,4,Dinner,Rice-Rajma,3.8,Cloudy,26.4,False,False,False,False,False,False,800,534,62.01,205.59,175.01,30.58,14.87,136.75,28114.94,4181.29,10,55,4.06,1,0,0,-0.9987165071710528,-0.05064916883871355,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,443.0,28.42,448.0,30.87,424.0,29.85,448.0,411.6666666666667,140.64257297608475,439.85714285714283,115.20912662260253,423.92857142857144,96.59388759584697,550.0,258.0,0,0,0,0,0.0,0.0,3,498.04651162790697,86.12475820364762,0,0,1593,531.0,33.52165725047081,2024-04,409.4761904761905,0,0,1,410.0973154362416,123.90268456375838,30.21299576954234,506.13953488372096,27.860465116279045,-0.09765100671141269
2024-01-23,2024,1,23,Tuesday,4,Lunch,Roti-Paneer,4.0,Cloudy,26.4,False,False,False,False,False,False,800,587,72.93,226.0,175.14,50.85,22.5,131.56,29731.79,6690.23,10,71,4.21,1,0,0,-0.9987165071710528,-0.05064916883871355,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,535.0,31.91,531.0,40.63,590.0,43.9,531.0,530.6666666666666,58.62024678669765,522.2857142857143,77.98656783001019,505.14285714285717,70.67787940623742,652.0,429.0,0,0,0,0,0.0,0.0,6,468.32941176470587,145.08555671570826,0,0,1593,531.0,36.848713119899564,2024-04,409.4761904761905,0,0,1,506.33557046979865,80.66442953020135,15.93102168495838,506.13953488372096,80.86046511627904,-0.09765100671141269
2024-01-24,2024,1,24,Wednesday,4,Breakfast,Upma,3.5,Sunny,25.9,False,False,False,False,False,False,800,413,53.2,159.0,135.47,23.53,14.8,140.1,22276.84,3296.64,9,57,3.87,2,0,0,-0.9884683243281114,0.15142777750457667,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,472.0,26.01,471.0,40.09,340.0,23.0,471.0,439.6666666666667,29.905406423142367,417.42857142857144,65.00732559452345,407.07142857142856,73.12945769262606,478.0,324.0,0,0,0,0,0.0,0.0,3,402.1162790697674,78.48482088680939,0,1,1373,457.6666666666667,30.080116533139112,2024-04,409.4761904761905,0,0,1,400.19463087248323,12.80536912751677,3.199785339348301,470.6046511627907,-57.604651162790674,-0.5976510067114127
2024-01-24,2024,1,24,Wednesday,4,Dinner,Paratha-Paneer,4.1,Sunny,25.9,False,False,False,False,False,False,800,450,63.84,173.25,136.92,36.33,20.97,102.98,17841.0,3741.53,8,62,4.08,2,0,0,-0.9884683243281114,0.15142777750457667,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,534.0,30.58,550.0,35.47,492.0,33.96,550.0,475.6666666666667,50.63924696649154,425.57142857142856,105.02516705192959,420.92857142857144,94.95542621163345,534.0,258.0,0,0,0,0,0.0,0.0,3,493.16279069767444,94.51730258140397,0,0,1373,457.6666666666667,32.77494537509104,2024-04,409.4761904761905,0,0,1,410.0973154362416,39.902684563758385,9.73005261478287,470.6046511627907,-20.604651162790674,-0.5976510067114127
2024-01-24,2024,1,24,Wednesday,4,Lunch,Rice-Sambar,3.6,Sunny,25.9,False,False,False,False,False,False,800,510,65.89,196.35,159.94,36.41,18.54,101.36,19902.7,3690.5,9,59,3.58,2,0,0,-0.9884683243281114,0.15142777750457667,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,587.0,50.85,523.0,35.33,446.0,30.71,523.0,544.0,39.28103868280476,520.4285714285714,78.12139515492794,509.7142857142857,68.5974080822621,652.0,429.0,0,0,0,0,0.0,0.0,3,516.5348837209302,108.15494811506254,0,0,1373,457.6666666666667,37.144938091769845,2024-04,409.4761904761905,0,0,1,506.33557046979865,3.664429530201346,0.7237156036265316,470.6046511627907,39.395348837209326,-0.5976510067114127
2024-01-25,2024,1,25,Thursday,4,Breakfast,Dosa,4.6,Sunny,28.9,False,False,False,False,False,False,800,515,63.2,198.28,165.46,32.81,16.55,139.06,27571.38,4563.02,10,46,4.32,3,0,0,-0.9377521321470804,0.3473052528448203,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,413.0,23.53,478.0,37.83,486.0,30.4,478.0,466.6666666666667,51.208723215223046,422.7142857142857,71.89277730461826,409.14285714285717,75.89553259666783,515.0,324.0,0,0,0,0,0.0,0.0,3,496.3488372093023,101.6197121205963,1,0,1558,519.3333333333334,33.05519897304236,2024-04,409.4761904761905,0,0,1,400.19463087248323,114.80536912751677,28.687383655603817,502.8914728682171,12.108527131782921,2.4023489932885873
2024-01-25,2024,1,25,Thursday,4,Dinner,Rice-Curd-Pickle,3.2,Sunny,28.9,False,False,False,False,False,False,800,409,52.17,157.46,127.9,29.57,18.78,131.0,20627.62,3873.19,10,72,3.56,3,0,0,-0.9377521321470804,0.3473052528448203,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,450.0,36.33,468.0,24.63,386.0,26.29,468.0,464.3333333333333,63.72074492136232,417.14285714285717,103.40765376481015,422.57142857142856,94.50251464762867,534.0,258.0,0,0,0,0,0.0,0.0,3,405.6046511627907,82.89641830819832,0,1,1558,519.3333333333334,26.251604621309372,2024-04,409.4761904761905,0,0,1,410.0973154362416,-1.0973154362416153,-0.2675744012306797,502.8914728682171,-93.89147286821708,2.4023489932885873
2024-01-25,2024,1,25,Thursday,4,Lunch,Biryani,4.8,Sunny,28.9,False,False,False,False,False,False,800,634,79.25,244.09,210.15,33.94,13.91,92.5,22578.26,3139.61,10,47,4.46,3,0,0,-0.9377521321470804,0.3473052528448203,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,510.0,36.41,652.0,39.89,596.0,42.73,652.0,577.0,62.601916903558184,517.8571428571429,73.21072000608613,512.4285714285714,72.89161003288935,634.0,429.0,0,0,0,0,0.0,0.0,3,606.7209302325581,110.13462013143287,1,0,1558,519.3333333333334,40.693196405648266,2024-04,409.4761904761905,0,0,1,506.33557046979865,127.66442953020135,25.21340331901808,502.8914728682171,131.10852713178292,2.4023489932885873
2024-01-26,2024,1,26,Friday,4,Breakfast,Paratha-Curry,3.7,Sunny,23.8,False,True,False,False,False,False,800,145,18.93,55.83,45.09,10.73,19.23,120.36,6719.16,1291.79,10,47,3.96,4,0,1,-0.8486442574947509,0.5289640103269624,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,515.0,32.81,468.0,26.52,338.0,28.78,468.0,357.6666666666667,191.10555547480385,376.57142857142856,123.2759197124579,395.35714285714283,102.6312346689366,515.0,145.0,0,0,0,0,0.0,0.0,3,367.85714285714283,69.70270367033623,0,0,516,172.0,28.100775193798448,2024-04,409.4761904761905,1,1,0,400.19463087248323,-255.19463087248323,-63.76762984453873,432.13492063492066,-287.13492063492066,-2.6976510067114106
