date,year,month,day,day_of_week,week_of_year,meal_type,menu_item,menu_popularity,weather,temperature_c,is_exam_period,is_festival,is_weekend,is_start_semester,is_end_semester,is_monsoon,total_capacity,students_attended,attendance_rate,food_prepared_kg,food_consumed_kg,food_wasted_kg,waste_percentage,cost_per_kg_rs,total_cost_rs,waste_cost_rs,staff_count,serving_duration_mins,student_satisfaction
2024-01-06,2024,1,6,Saturday,1,Breakfast,Bread-Omelette,3.9,Sunny,32.4,False,False,True,True,False,False,800,310,39.5,119.35,100.01,19.34,16.2,94.88,11324.39,1834.64,11,70,4.18
2024-01-06,2024,1,6,Saturday,1,Lunch,Fried Rice,4.2,Sunny,32.4,False,False,True,True,False,False,800,407,50.63,156.69,130.24,26.46,16.88,90.0,14102.71,2380.98,9,60,4.33
2024-01-06,2024,1,6,Saturday,1,Dinner,Roti-Paneer,4.0,Sunny,32.4,False,False,True,True,False,False,800,304,43.11,117.04,96.17,20.87,17.83,132.29,15483.33,2760.29,11,82,4.03
2024-01-07,2024,1,7,Sunday,1,Breakfast,Puri-Bhaji,4.3,Sunny,26.4,False,False,True,True,False,False,800,310,38.57,119.35,103.05,16.3,13.66,115.67,13804.84,1885.57,8,48,4.45
2024-01-07,2024,1,7,Sunday,1,Lunch,Rice-Chicken,4.7,Sunny,26.4,False,False,True,True,False,False,800,363,50.07,139.75,109.93,29.82,21.34,91.2,12745.48,2719.61,11,83,4.37
2024-01-07,2024,1,7,Sunday,1,Dinner,Khichdi,3.0,Sunny,26.4,False,False,True,True,False,False,800,263,32.06,101.26,81.76,19.5,19.26,149.73,15160.76,2919.66,12,61,3.59
2024-01-08,2024,1,8,Monday,2,Breakfast,Idli-Sambar,3.9,Cloudy,26.2,False,False,False,True,False,False,800,419,53.86,161.31,124.82,36.49,22.62,130.45,21043.63,4760.68,12,62,4.13
2024-01-08,2024,1,8,Monday,2,Lunch,Rice-Dal-Sabzi,3.4,Cloudy,26.2,False,False,False,True,False,False,800,451,59.35,173.64,139.54,34.09,19.63,100.55,17458.13,3427.86,9,74,3.43
2024-01-08,2024,1,8,Monday,2,Dinner,Roti-Dal,3.3,Cloudy,26.2,False,False,False,True,False,False,800,470,51.3,180.95,151.7,29.25,16.16,130.38,23591.84,3813.1,12,56,3.59
2024-01-09,2024,1,9,Tuesday,2,Breakfast,Poha,3.7,Sunny,28.0,False,False,False,True,False,False,800,394,53.94,151.69,125.84,25.85,17.04,138.92,21072.3,3591.29,12,83,3.73
2024-01-09,2024,1,9,Tuesday,2,Lunch,Roti-Paneer,4.0,Sunny,28.0,False,False,False,True,False,False,800,590,69.28,227.15,183.25,43.9,19.33,91.31,20740.71,4008.78,12,45,4.12
2024-01-09,2024,1,9,Tuesday,2,Dinner,Rice-Rajma,3.8,Sunny,28.0,False,False,False,True,False,False,800,424,58.91,163.24,133.39,29.85,18.29,87.83,14337.49,2621.67,10,64,3.82
2024-01-10,2024,1,10,Wednesday,2,Breakfast,Upma,3.5,Sunny,28.6,False,False,False,True,False,False,800,340,50.54,130.9,107.9,23.0,17.57,85.51,11193.65,1966.67,11,49,3.94
2024-01-10,2024,1,10,Wednesday,2,Lunch,Rice-Sambar,3.6,Sunny,28.6,False,False,False,True,False,False,800,446,62.6,171.71,141.0,30.71,17.88,88.8,15248.4,2727.1,11,80,3.64
2024-01-10,2024,1,10,Wednesday,2,Dinner,Paratha-Paneer,4.1,Sunny,28.6,False,False,False,True,False,False,800,492,60.65,189.42,155.46,33.96,17.93,122.46,23196.67,4159.22,9,79,4.26
2024-01-11,2024,1,11,Thursday,2,Breakfast,Dosa,4.6,Cloudy,30.2,False,False,False,True,False,False,800,486,60.04,187.11,156.71,30.4,16.25,107.93,20194.68,3280.81,10,73,4.67
2024-01-11,2024,1,11,Thursday,2,Lunch,Biryani,4.8,Cloudy,30.2,False,False,False,True,False,False,800,596,75.29,229.46,186.73,42.73,18.62,97.35,22338.71,4160.11,8,66,4.42
2024-01-11,2024,1,11,Thursday,2,Dinner,Rice-Curd-Pickle,3.2,Cloudy,30.2,False,False,False,True,False,False,800,386,49.56,148.61,122.32,26.29,17.69,121.19,18010.17,3186.29,8,49,3.61
2024-01-12,2024,1,12,Friday,2,Breakfast,Paratha-Curry,3.7,Sunny,23.6,False,False,False,True,False,False,800,338,44.95,130.13,101.35,28.78,22.11,82.2,10696.54,2365.49,10,49,3.87
2024-01-12,2024,1,12,Friday,2,Lunch,Chole-Bhature,4.5,Sunny,23.6,False,False,False,True,False,False,800,484,62.98,186.34,148.71,37.63,20.2,113.98,21238.85,4289.33,12,53,4.53
2024-01-12,2024,1,12,Friday,2,Dinner,Noodles,4.2,Sunny,23.6,False,False,False,True,False,False,800,457,52.8,175.94,150.07,25.87,14.71,120.33,21172.31,3113.52,9,75,4.35
2024-01-13,2024,1,13,Saturday,2,Breakfast,Bread-Omelette,3.9,Sunny,29.0,False,False,True,True,False,False,800,271,39.5,104.34,81.54,22.79,21.85,110.17,11494.96,2511.2,11,71,3.99
2024-01-13,2024,1,13,Saturday,2,Lunch,Fried Rice,4.2,Sunny,29.0,False,False,True,True,False,False,800,415,50.63,159.78,134.05,25.72,16.1,127.14,20313.08,3270.27,8,48,4.17
2024-01-13,2024,1,13,Saturday,2,Dinner,Roti-Paneer,4.0,Sunny,29.0,False,False,True,True,False,False,800,333,43.11,128.21,103.02,25.18,19.64,140.32,17989.35,3533.59,9,57,3.94
2024-01-14,2024,1,14,Sunday,2,Breakfast,Puri-Bhaji,4.3,Sunny,26.0,False,False,True,True,False,False,800,323,38.57,124.36,100.86,23.49,18.89,99.5,12373.09,2337.52,9,49,4.26
2024-01-14,2024,1,14,Sunday,2,Lunch,Rice-Chicken,4.7,Sunny,26.0,False,False,True,True,False,False,800,432,50.07,166.32,141.54,24.78,14.9,118.52,19712.71,2936.57,8,86,4.79
2024-01-14,2024,1,14,Sunday,2,Dinner,Khichdi,3.0,Sunny,26.0,False,False,True,True,False,False,800,275,32.06,105.88,89.86,16.02,15.13,147.83,15651.47,2367.6,9,55,3.33
2024-01-15,2024,1,15,Monday,3,Breakfast,Idli-Sambar,3.9,Sunny,25.5,False,False,False,False,False,False,800,441,56.7,169.78,144.54,25.24,14.87,143.17,24308.29,3613.87,9,69,3.78
2024-01-15,2024,1,15,Monday,3,Lunch,Rice-Dal-Sabzi,3.4,Sunny,25.5,False,False,False,False,False,False,800,512,62.47,197.12,159.32,37.8,19.18,144.86,28554.07,5476.09,11,63,3.62
2024-01-15,2024,1,15,Monday,3,Dinner,Roti-Dal,3.3,Sunny,25.5,False,False,False,False,False,False,800,465,54.0,179.03,153.92,25.11,14.02,149.68,26796.39,3758.03,12,87,3.68
2024-01-16,2024,1,16,Tuesday,3,Breakfast,Poha,3.7,Sunny,26.6,False,False,False,False,False,False,800,447,56.78,172.09,137.62,34.47,20.03,147.81,25437.3,5095.07,12,79,3.67
2024-01-16,2024,1,16,Tuesday,3,Lunch,Roti-Paneer,4.0,Sunny,26.6,False,False,False,False,False,False,800,531,72.93,204.44,163.8,40.63,19.88,83.51,17072.36,3393.36,11,77,4.26
2024-01-16,2024,1,16,Tuesday,3,Dinner,Rice-Rajma,3.8,Sunny,26.6,False,False,False,False,False,False,800,448,62.01,172.48,141.61,30.87,17.9,83.98,14485.14,2592.67,12,50,4.09
2024-01-17,2024,1,17,Wednesday,3,Breakfast,Upma,3.5,Sunny,30.4,False,False,False,False,False,False,800,471,53.2,181.34,141.24,40.09,22.11,140.33,25446.26,5626.03,11,52,3.92
2024-01-17,2024,1,17,Wednesday,3,Lunch,Rice-Sambar,3.6,Sunny,30.4,False,False,False,False,False,False,800,523,65.89,201.35,166.02,35.33,17.55,120.52,24268.18,4258.68,8,84,3.61
2024-01-17,2024,1,17,Wednesday,3,Dinner,Paratha-Paneer,4.1,Sunny,30.4,False,False,False,False,False,False,800,550,63.84,211.75,176.28,35.47,16.75,119.57,25318.08,4241.07,10,61,4.01
2024-01-18,2024,1,18,Thursday,3,Breakfast,Dosa,4.6,Cloudy,29.1,False,False,False,False,False,False,800,478,63.2,184.03,146.2,37.83,20.56,107.71,19820.95,4074.67,10,74,4.41
2024-01-18,2024,1,18,Thursday,3,Lunch,Biryani,4.8,Cloudy,29.1,False,False,False,False,False,False,800,652,79.25,251.02,211.13,39.89,15.89,85.08,21356.28,3393.97,11,84,4.86
2024-01-18,2024,1,18,Thursday,3,Dinner,Rice-Curd-Pickle,3.2,Cloudy,29.1,False,False,False,False,False,False,800,468,52.17,180.18,155.55,24.63,13.67,85.13,15338.41,2097.04,9,77,3.41
2024-01-19,2024,1,19,Friday,3,Breakfast,Paratha-Curry,3.7,Rainy,27.9,False,False,False,False,False,False,800,468,52.05,180.18,153.66,26.52,14.72,141.55,25504.28,3754.08,10,63,3.71
2024-01-19,2024,1,19,Friday,3,Lunch,Chole-Bhature,4.5,Rainy,27.9,False,False,False,False,False,False,800,460,72.93,177.1,150.27,26.83,15.15,129.25,22889.78,3467.29,12,86,4.44
2024-01-19,2024,1,19,Friday,3,Dinner,Noodles,4.2,Rainy,27.9,False,False,False,False,False,False,800,521,61.13,200.59,167.18,33.41,16.66,118.82,23833.94,3969.73,8,53,4.11
2024-01-20,2024,1,20,Saturday,3,Breakfast,Bread-Omelette,3.9,Cloudy,28.3,False,False,True,False,False,False,800,324,41.58,124.74,104.81,19.93,15.98,90.88,11336.54,1811.36,10,83,3.87
2024-01-20,2024,1,20,Saturday,3,Lunch,Fried Rice,4.2,Cloudy,28.3,False,False,True,False,False,False,800,429,53.3,165.16,132.78,32.39,19.61,128.12,21161.73,4149.85,10,77,4.21
2024-01-20,2024,1,20,Saturday,3,Dinner,Roti-Paneer,4.0,Cloudy,28.3,False,False,True,False,False,False,800,305,45.38,117.43,100.4,17.02,14.5,139.23,16348.76,2370.07,8,85,4.04
2024-01-21,2024,1,21,Sunday,3,Breakfast,Puri-Bhaji,4.3,Sunny,27.3,False,False,True,False,False,False,800,333,40.6,128.21,99.11,29.1,22.7,133.98,17176.69,3898.26,10,55,4.39
2024-01-21,2024,1,21,Sunday,3,Lunch,Rice-Chicken,4.7,Sunny,27.3,False,False,True,False,False,False,800,470,52.7,180.95,148.9,32.05,17.71,109.94,19893.3,3523.5,8,52,4.37
2024-01-21,2024,1,21,Sunday,3,Dinner,Khichdi,3.0,Sunny,27.3,False,False,True,False,False,False,800,258,33.75,99.33,84.73,14.6,14.7,143.28,14231.51,2091.89,12,47,3.53
2024-01-22,2024,1,22,Monday,4,Breakfast,Idli-Sambar,3.9,Sunny,25.6,False,False,False,False,False,False,800,434,56.7,167.09,131.36,35.73,21.38,88.92,14857.84,3176.75,10,68,4.18
2024-01-22,2024,1,22,Monday,4,Lunch,Rice-Dal-Sabzi,3.4,Sunny,25.6,False,False,False,False,False,False,800,535,62.47,205.98,174.07,31.91,15.49,140.25,28887.83,4474.67,10,58,3.74
2024-01-22,2024,1,22,Monday,4,Dinner,Roti-Dal,3.3,Sunny,25.6,False,False,False,False,False,False,800,443,54.0,170.56,142.13,28.42,16.66,104.76,17866.92,2977.39,12,71,3.8
2024-01-23,2024,1,23,Tuesday,4,Breakfast,Poha,3.7,Cloudy,26.4,False,False,False,False,False,False,800,472,56.78,181.72,155.71,26.01,14.31,96.57,17548.99,2511.48,9,56,4.04
2024-01-23,2024,1,23,Tuesday,4,Lunch,Roti-Paneer,4.0,Cloudy,26.4,False,False,False,False,False,False,800,587,72.93,226.0,175.14,50.85,22.5,131.56,29731.79,6690.23,10,71,4.21
2024-01-23,2024,1,23,Tuesday,4,Dinner,Rice-Rajma,3.8,Cloudy,26.4,False,False,False,False,False,False,800,534,62.01,205.59,175.01,30.58,14.87,136.75,28114.94,4181.29,10,55,4.06
2024-01-24,2024,1,24,Wednesday,4,Breakfast,Upma,3.5,Sunny,25.9,False,False,False,False,False,False,800,413,53.2,159.0,135.47,23.53,14.8,140.1,22276.84,3296.64,9,57,3.87
2024-01-24,2024,1,24,Wednesday,4,Lunch,Rice-Sambar,3.6,Sunny,25.9,False,False,False,False,False,False,800,510,65.89,196.35,159.94,36.41,18.54,101.36,19902.7,3690.5,9,59,3.58
2024-01-24,2024,1,24,Wednesday,4,Dinner,Paratha-Paneer,4.1,Sunny,25.9,False,False,False,False,False,False,800,450,63.84,173.25,136.92,36.33,20.97,102.98,17841.0,3741.53,8,62,4.08
2024-01-25,2024,1,25,Thursday,4,Breakfast,Dosa,4.6,Sunny,28.9,False,False,False,False,False,False,800,515,63.2,198.28,165.46,32.81,16.55,139.06,27571.38,4563.02,10,46,4.32
2024-01-25,2024,1,25,Thursday,4,Lunch,Biryani,4.8,Sunny,28.9,False,False,False,False,False,False,800,634,79.25,244.09,210.15,33.94,13.91,92.5,22578.26,3139.61,10,47,4.46
2024-01-25,2024,1,25,Thursday,4,Dinner,Rice-Curd-Pickle,3.2,Sunny,28.9,False,False,False,False,False,False,800,409,52.17,157.46,127.9,29.57,18.78,131.0,20627.62,3873.19,10,72,3.56
2024-01-26,2024,1,26,Friday,4,Breakfast,Paratha-Curry,3.7,Sunny,23.8,False,True,False,False,False,False,800,145,18.93,55.83,45.09,10.73,19.23,120.36,6719.16,1291.79,10,47,3.96
2024-01-26,2024,1,26,Friday,4,Lunch,Chole-Bhature,4.5,Sunny,23.8,False,True,False,False,False,False,800,206,26.52,79.31,61.3,18.01,22.71,144.79,11483.32,2608.08,12,88,4.52
2024-01-26,2024,1,26,Friday,4,Dinner,Noodles,4.2,Sunny,23.8,False,True,False,False,False,False,800,165,22.23,63.52,53.37,10.15,15.98,126.94,8064.12,1288.83,10,72,4.02
2024-01-27,2024,1,27,Saturday,4,Breakfast,Bread-Omelette,3.9,Cloudy,27.5,False,False,True,False,False,False,800,342,41.58,131.67,105.7,25.97,19.73,101.97,13426.93,2648.52,8,64,4.01
2024-01-27,2024,1,27,Saturday,4,Lunch,Fried Rice,4.2,Cloudy,27.5,False,False,True,False,False,False,800,490,53.3,188.65,157.21,31.44,16.66,102.83,19399.41,3232.84,10,80,4.05
2024-01-27,2024,1,27,Saturday,4,Dinner,Roti-Paneer,4.0,Cloudy,27.5,False,False,True,False,False,False,800,368,45.38,141.68,114.9,26.78,18.91,145.83,20660.55,3905.88,9,84,4.11
2024-01-28,2024,1,28,Sunday,4,Breakfast,Puri-Bhaji,4.3,Sunny,28.8,False,False,True,False,False,False,800,322,40.6,123.97,105.19,18.78,15.15,101.27,12554.6,1901.76,9,72,4.41
2024-01-28,2024,1,28,Sunday,4,Lunch,Rice-Chicken,4.7,Sunny,28.8,False,False,True,False,False,False,800,356,52.7,137.06,113.47,23.59,17.21,102.56,14056.52,2419.43,11,73,4.64
2024-01-28,2024,1,28,Sunday,4,Dinner,Khichdi,3.0,Sunny,28.8,False,False,True,False,False,False,800,269,33.75,103.56,84.84,18.72,18.08,135.56,14039.42,2538.36,9,87,3.19
2024-01-29,2024,1,29,Monday,5,Breakfast,Idli-Sambar,3.9,Sunny,28.2,False,False,False,False,False,False,800,542,56.7,208.67,173.25,35.42,16.97,103.46,21589.66,3664.47,9,88,3.92
2024-01-29,2024,1,29,Monday,5,Lunch,Rice-Dal-Sabzi,3.4,Sunny,28.2,False,False,False,False,False,False,800,491,62.47,189.03,159.93,29.1,15.39,90.31,17072.65,2628.32,8,60,3.87
2024-01-29,2024,1,29,Monday,5,Dinner,Roti-Dal,3.3,Sunny,28.2,False,False,False,False,False,False,800,442,54.0,170.17,140.95,29.22,17.17,133.79,22767.77,3909.28,11,71,3.76
2024-01-30,2024,1,30,Tuesday,5,Breakfast,Poha,3.7,Sunny,27.9,False,False,False,False,False,False,800,411,56.78,158.24,132.61,25.63,16.2,106.88,16911.92,2739.2,11,60,3.71
2024-01-30,2024,1,30,Tuesday,5,Lunch,Roti-Paneer,4.0,Sunny,27.9,False,False,False,False,False,False,800,636,72.93,244.86,204.52,40.34,16.48,142.49,34889.17,5748.4,8,72,3.95
2024-01-30,2024,1,30,Tuesday,5,Dinner,Rice-Rajma,3.8,Sunny,27.9,False,False,False,False,False,False,800,525,62.01,202.13,170.96,31.16,15.42,128.71,26016.28,4010.98,11,48,3.96
2024-01-31,2024,1,31,Wednesday,5,Breakfast,Upma,3.5,Rainy,30.4,False,False,False,False,False,False,800,433,58.52,166.7,130.66,36.05,21.62,89.33,14892.38,3220.33,11,87,3.74
2024-01-31,2024,1,31,Wednesday,5,Lunch,Rice-Sambar,3.6,Rainy,30.4,False,False,False,False,False,False,800,643,72.48,247.56,203.87,43.68,17.65,102.21,25302.81,4464.97,11,84,3.94
2024-01-31,2024,1,31,Wednesday,5,Dinner,Paratha-Paneer,4.1,Rainy,30.4,False,False,False,False,False,False,800,498,70.22,191.73,163.7,28.03,14.62,109.87,21065.73,3079.39,12,73,4.32
2024-02-01,2024,2,1,Thursday,5,Breakfast,Dosa,4.6,Cloudy,29.8,False,False,False,False,False,False,800,593,63.2,228.31,186.27,42.04,18.41,98.14,22406.63,4125.52,9,85,4.39
2024-02-01,2024,2,1,Thursday,5,Lunch,Biryani,4.8,Cloudy,29.8,False,False,False,False,False,False,800,583,79.25,224.46,189.31,35.14,15.66,113.92,25570.32,4003.67,9,62,4.61
2024-02-01,2024,2,1,Thursday,5,Dinner,Rice-Curd-Pickle,3.2,Cloudy,29.8,False,False,False,False,False,False,800,398,52.17,153.23,128.34,24.89,16.24,96.41,14773.6,2399.31,10,65,3.69
2024-02-02,2024,2,2,Friday,5,Breakfast,Paratha-Curry,3.7,Sunny,28.3,False,False,False,False,False,False,800,362,47.32,139.37,109.61,29.76,21.36,106.81,14886.45,3179.16,9,90,3.74
2024-02-02,2024,2,2,Friday,5,Lunch,Chole-Bhature,4.5,Sunny,28.3,False,False,False,False,False,False,800,464,66.3,178.64,144.78,33.86,18.96,103.16,18428.81,3493.32,11,71,4.23
2024-02-02,2024,2,2,Friday,5,Dinner,Noodles,4.2,Sunny,28.3,False,False,False,False,False,False,800,446,55.58,171.71,145.69,26.02,15.16,107.26,18418.19,2791.38,12,89,4.0
2024-02-03,2024,2,3,Saturday,5,Breakfast,Bread-Omelette,3.9,Cloudy,24.8,False,False,True,False,False,False,800,344,41.58,132.44,109.27,23.17,17.49,113.39,15017.18,2627.06,10,64,4.12
2024-02-03,2024,2,3,Saturday,5,Lunch,Fried Rice,4.2,Cloudy,24.8,False,False,True,False,False,False,800,394,53.3,151.69,128.98,22.71,14.97,146.74,22259.01,3331.87,11,79,4.33
2024-02-03,2024,2,3,Saturday,5,Dinner,Roti-Paneer,4.0,Cloudy,24.8,False,False,True,False,False,False,800,408,45.38,157.08,129.18,27.9,17.76,122.23,19199.52,3410.3,9,76,3.95
2024-02-04,2024,2,4,Sunday,5,Breakfast,Puri-Bhaji,4.3,Sunny,25.7,False,False,True,False,False,False,800,315,40.6,121.28,94.03,27.24,22.46,103.53,12555.49,2820.39,11,55,4.44
2024-02-04,2024,2,4,Sunday,5,Lunch,Rice-Chicken,4.7,Sunny,25.7,False,False,True,False,False,False,800,448,52.7,172.48,147.7,24.78,14.37,148.65,25639.24,3683.8,12,46,4.75
2024-02-04,2024,2,4,Sunday,5,Dinner,Khichdi,3.0,Sunny,25.7,False,False,True,False,False,False,800,243,33.75,93.56,77.33,16.23,17.35,126.41,11826.29,2051.44,8,86,3.34
2024-02-05,2024,2,5,Monday,6,Breakfast,Idli-Sambar,3.9,Cloudy,28.7,False,False,False,False,False,False,800,500,56.7,192.5,151.93,40.57,21.08,98.21,18905.61,3984.39,10,58,3.98
2024-02-05,2024,2,5,Monday,6,Lunch,Rice-Dal-Sabzi,3.4,Cloudy,28.7,False,False,False,False,False,False,800,434,62.47,167.09,134.24,32.85,19.66,141.57,23655.73,4650.5,10,71,3.54
2024-02-05,2024,2,5,Monday,6,Dinner,Roti-Dal,3.3,Cloudy,28.7,False,False,False,False,False,False,800,438,54.0,168.63,131.56,37.07,21.98,81.36,13719.2,3015.85,12,48,3.81
2024-02-06,2024,2,6,Tuesday,6,Breakfast,Poha,3.7,Sunny,28.8,False,False,False,False,False,False,800,482,56.78,185.57,154.36,31.21,16.82,134.69,24993.74,4203.17,8,46,4.07
2024-02-06,2024,2,6,Tuesday,6,Lunch,Roti-Paneer,4.0,Sunny,28.8,False,False,False,False,False,False,800,525,72.93,202.13,159.85,42.27,20.91,81.43,16458.35,3442.25,9,60,3.91
2024-02-06,2024,2,6,Tuesday,6,Dinner,Rice-Rajma,3.8,Sunny,28.8,False,False,False,False,False,False,800,443,62.01,170.56,142.17,28.38,16.64,119.48,20377.55,3391.09,9,74,4.02
2024-02-07,2024,2,7,Wednesday,6,Breakfast,Upma,3.5,Cloudy,29.6,False,False,False,False,False,False,800,435,53.2,167.48,131.97,35.51,21.2,122.51,20516.91,4349.98,8,55,3.93
2024-02-07,2024,2,7,Wednesday,6,Lunch,Rice-Sambar,3.6,Cloudy,29.6,False,False,False,False,False,False,800,537,65.89,206.75,161.79,44.96,21.74,81.8,16911.22,3677.27,10,81,3.87
2024-02-07,2024,2,7,Wednesday,6,Dinner,Paratha-Paneer,4.1,Cloudy,29.6,False,False,False,False,False,False,800,524,63.84,201.74,173.46,28.28,14.02,107.77,21740.67,3047.31,9,49,4.19
2024-02-08,2024,2,8,Thursday,6,Breakfast,Dosa,4.6,Cloudy,26.0,False,False,False,False,False,False,800,514,63.2,197.89,157.28,40.61,20.52,128.8,25488.93,5230.21,10,88,4.54
2024-02-08,2024,2,8,Thursday,6,Lunch,Biryani,4.8,Cloudy,26.0,False,False,False,False,False,False,800,648,79.25,249.48,195.53,53.95,21.63,148.87,37139.86,8032.15,8,67,4.65
2024-02-08,2024,2,8,Thursday,6,Dinner,Rice-Curd-Pickle,3.2,Cloudy,26.0,False,False,False,False,False,False,800,393,52.17,151.31,126.02,25.29,16.71,84.83,12834.74,2145.13,10,45,3.67
2024-02-09,2024,2,9,Friday,6,Breakfast,Paratha-Curry,3.7,Cloudy,33.6,False,False,False,False,False,False,800,392,47.32,150.92,118.07,32.85,21.77,147.26,22223.74,4837.63,11,90,3.71
2024-02-09,2024,2,9,Friday,6,Lunch,Chole-Bhature,4.5,Cloudy,33.6,False,False,False,False,False,False,800,479,66.3,184.41,145.46,38.96,21.13,116.52,21488.45,4539.66,10,84,4.56
2024-02-09,2024,2,9,Friday,6,Dinner,Noodles,4.2,Cloudy,33.6,False,False,False,False,False,False,800,467,55.58,179.8,147.73,32.07,17.83,113.84,20468.73,3650.56,11,82,4.11
2024-02-10,2024,2,10,Saturday,6,Breakfast,Bread-Omelette,3.9,Cloudy,25.1,False,False,True,False,False,False,800,352,41.58,135.52,114.95,20.57,15.18,86.07,11663.72,1769.99,11,60,4.12
2024-02-10,2024,2,10,Saturday,6,Lunch,Fried Rice,4.2,Cloudy,25.1,False,False,True,False,False,False,800,465,53.3,179.03,147.61,31.41,17.55,126.77,22695.57,3982.35,10,46,4.21
2024-02-10,2024,2,10,Saturday,6,Dinner,Roti-Paneer,4.0,Cloudy,25.1,False,False,True,False,False,False,800,339,45.38,130.52,104.71,25.81,19.77,114.13,14895.48,2945.22,10,61,4.0
2024-02-11,2024,2,11,Sunday,6,Breakfast,Puri-Bhaji,4.3,Cloudy,30.9,False,False,True,False,False,False,800,334,40.6,128.59,107.56,21.03,16.35,99.34,12773.98,2088.91,8,78,4.49
2024-02-11,2024,2,11,Sunday,6,Lunch,Rice-Chicken,4.7,Cloudy,30.9,False,False,True,False,False,False,800,448,52.7,172.48,134.62,37.86,21.95,130.41,22492.29,4936.83,11,80,4.68
2024-02-11,2024,2,11,Sunday,6,Dinner,Khichdi,3.0,Cloudy,30.9,False,False,True,False,False,False,800,310,33.75,119.35,99.72,19.63,16.45,125.21,14944.2,2458.17,11,73,3.51
2024-02-12,2024,2,12,Monday,7,Breakfast,Idli-Sambar,3.9,Sunny,27.3,False,False,False,False,False,False,800,425,56.7,163.62,129.73,33.89,20.71,128.43,21013.56,4352.49,10,87,4.04
2024-02-12,2024,2,12,Monday,7,Lunch,Rice-Dal-Sabzi,3.4,Sunny,27.3,False,False,False,False,False,False,800,463,62.47,178.25,145.41,32.84,18.42,117.16,20885.16,3848.07,11,80,3.58
